,HASC_1,Humidity,date,Precipitation,Temper_T2MMEAN
35,CN.GS,0.0018193612329078,20200103,0.0002529127399708,268.28417575720584
36,CN.GD,0.0099771517812262,20200103,0.0022830975828126,291.6772287103194
37,CN.GX,0.0103175013383716,20200103,0.0011797748660833,290.1721260621376
38,CN.GZ,0.0072459027660676,20200103,0.0152895228384273,282.45695065229364
39,CN.HA,0.0136406069532746,20200103,0.0008897523798716,295.60011073521207
40,CN.HB,0.0019692777365556,20200103,0.0011783742835473,270.1820968779007
41,CN.HL,0.0006367933680103,20200103,0.0035318550125103,252.5982988218381
42,CN.HE,0.0035033747907492,20200103,0.0002675912557043,277.16878924792326
43,CN.HU,0.004691847073402,20200103,0.0021282593781442,277.8882122948056
44,CN.HN,0.0056596817653421,20200103,0.002284523766115,279.66077498551255
45,CN.JS,0.0049248858793781,20200103,0.0033714862537836,279.5709040715144
46,CN.JX,0.0070372990621122,20200103,0.0050780654437441,283.77077301455216
47,CN.JL,0.0010838457253865,20200103,0.000429311972285,258.87058229799624
48,CN.LN,0.0017898496553692,20200103,0.0001037033196572,267.3835174183787
49,CN.NM,0.0012506009988324,20200103,0.000709942455594,260.97544785985406
50,CN.NX,0.0023075514267582,20200103,0.0013454728096743,270.0091175752528
51,CN.QH,0.0011874974442822,20200103,0.0004103559988481,260.20411463364906
52,CN.SA,0.0032270968113152,20200103,0.000300735585046,273.35082658131915
53,CN.SD,0.0029363696929067,20200103,9.4697337309027e-05,275.99887466430664
54,CN.SH,0.0069768602028489,20200103,0.0093571769161436,283.3087371826172
55,CN.SX,0.002397785399021,20200103,9.636631199169532e-05,271.5524873475771
56,CN.SC,0.0042643379324521,20200103,0.0059388931288157,274.32251618214144
57,CN.TJ,0.002013751623136,20200103,0.0011670248746739,272.21738225763494
58,CN.XJ,0.0010863614845369,20200103,4.922242222302323e-05,262.73188713344945
59,CN.XZ,0.0017230865427735,20200103,0.0121296344440982,258.65668390785777
60,CN.YN,0.0088260126989576,20200103,0.0215673824521793,285.076158796038
61,CN.ZJ,0.0073910421577461,20200103,0.0021373425525269,283.8009611430921
62,CN.AH,0.0055642613960016,20200104,0.0027283917120899,281.0607532925076
63,CN.BJ,0.0019650334546055,20200104,1.7547498195465713e-05,270.90364426832934
64,CN.CQ,0.0059302451959608,20200104,0.0052579760906326,279.7557094408118
65,CN.FJ,0.0093181525068036,20200104,0.0001510663570836,288.4901580810547
66,CN.GS,0.002174096540054,20200104,0.0011226352378598,267.8910893912267
67,CN.GD,0.0100576960234136,20200104,0.0044550807184265,292.07753280446497
68,CN.GX,0.010348898593874,20200104,0.0006291303958777,290.4481210610301
69,CN.GZ,0.0083052190438581,20200104,0.0033741779679343,283.8292967967498
70,CN.HA,0.0133697475262341,20200104,0.0037367627198679,295.3422110421317
71,CN.HB,0.0021982975177337,20200104,0.0005330649404602,270.65758159373064
72,CN.HL,0.0007045365553479,20200104,0.0051726861609951,253.63563092276772
73,CN.HE,0.0042943518897636,20200104,0.000218105148067,278.20011998430084
74,CN.HU,0.0052501101468113,20200104,0.0046324088429426,279.2436737787156
75,CN.HN,0.0064513936106647,20200104,0.004930148387156,281.79754772815073
76,CN.JS,0.0048669617793236,20200104,0.0044981709940096,279.902089045598
77,CN.JX,0.0072905265555625,20200104,0.003335819176823,284.5636175451144
78,CN.JL,0.0011682458166938,20200104,0.0016609656343976,259.4905006973832
79,CN.LN,0.0018753967360006,20200104,0.0001421963466218,267.3551029158227
80,CN.NM,0.0014610467364414,20200104,0.0005308475545641,262.4278025501179
81,CN.NX,0.0030397441895569,20200104,0.0014446928379292,271.2294329474954
82,CN.QH,0.0014570330235836,20200104,0.0002753398584994,260.6559076343386
83,CN.SA,0.0036341134812876,20200104,0.0009621713622818,273.3523654937744
84,CN.SD,0.0035115252976538,20200104,0.001031913502275,276.6461380004883
85,CN.SH,0.0063877734821289,20200104,0.0018855322571263,283.0880523681641
86,CN.SX,0.0026677919086068,20200104,0.000189918228329,271.8041913831556
87,CN.SC,0.0045004459360662,20200104,0.0056432738760343,273.3592926807893
88,CN.TJ,0.0025071733715859,20200104,1.1437908545428633e-05,272.4226545854048
89,CN.XJ,0.0011136281852221,20200104,0.0001183422971495,262.58940089135854
90,CN.XZ,0.0015615037276846,20200104,0.0134516782845902,257.7579248567907
91,CN.YN,0.0091593300987204,20200104,0.084032196026153,284.1733033811891
92,CN.ZJ,0.0075201626066445,20200104,0.002995760573817,284.2048377321478
93,CN.AH,0.0067338741436186,20200105,0.0947405854201294,281.961612701416
94,CN.BJ,0.0025095936233321,20200105,1.5364345916747302e-06,269.7350557767428
95,CN.CQ,0.0069154566963729,20200105,0.0215109207554801,281.5767875339674
96,CN.FJ,0.0096311110938931,20200105,0.0027622006792069,288.5051038018588
97,CN.GS,0.0018902602987693,20200105,0.0020635960582617,266.1544467656299
98,CN.GD,0.0111617592128017,20200105,0.0086550414085775,292.5216176479678
99,CN.GX,0.0110142700585354,20200105,0.0178918550336363,291.6394083868597
100,CN.GZ,0.0096817901238608,20200105,0.1763725736531922,286.9303193703676
101,CN.HA,0.0137869804388,20200105,0.0098058049555461,295.7255176362537
102,CN.HB,0.002650298097512,20200105,0.023135936882032,269.7151694722695
103,CN.HL,0.0009505298390111,20200105,0.0015616191302934,256.7568365268953
104,CN.HE,0.0041162410244062,20200105,0.1974645278397718,274.8619917857496
105,CN.HU,0.0057337882379735,20200105,0.019643392127938,279.204592023577
106,CN.HN,0.0084961744966906,20200105,0.0143105428986612,285.787109710358
107,CN.JS,0.0063101616150771,20200105,0.063368780963974,281.5404076209435
108,CN.JX,0.0091283933626828,20200105,0.0190632841683512,287.94504729794784
109,CN.JL,0.0014599697185783,20200105,0.0002172460326487,262.67665636980973
110,CN.LN,0.0023154399363485,20200105,0.0,270.3309691629292
111,CN.NM,0.0016752509862615,20200105,0.0003235443447678,263.8486705564103
112,CN.NX,0.0023503548616324,20200105,0.0098856360738392,269.1206638111788
113,CN.QH,0.0012357295188288,20200105,0.0003575274821039,258.4588680472425
114,CN.SA,0.0035727838282279,20200105,0.0027928533764543,271.8352861404419
115,CN.SD,0.0042808430764125,20200105,0.0754496137253681,275.899112701416
116,CN.SH,0.0076355990953743,20200105,0.008095016117165,285.1914825439453
117,CN.SX,0.0028941173270042,20200105,0.049586738240503,269.207381377349
118,CN.SC,0.0040554283222613,20200105,0.0215953706264882,272.78024401542467
119,CN.TJ,0.0030796623323112,20200105,0.000801391760005,272.63308160955256
120,CN.XJ,0.001091468829152,20200105,0.0006531261877786,262.24774292558203
121,CN.XZ,0.0011225008924645,20200105,0.0026487220663154,255.18402442001715
122,CN.YN,0.0089675063878152,20200105,0.3108066838260128,284.0169723312576
123,CN.ZJ,0.0085836872131678,20200105,0.0032932848404258,286.0044411107113
124,CN.AH,0.0064078978935463,20200106,0.1551009349633123,281.36524200439453
125,CN.BJ,0.0021856201257413,20200106,0.0611099205050391,269.95597487229566
126,CN.CQ,0.0056529906932669,20200106,0.015613814353539,278.7547408394192
127,CN.FJ,0.0099385463600528,20200106,0.0010850102679126,289.5741671858163
128,CN.GS,0.0017145851643455,20200106,0.000575291405952,265.07602136785334
129,CN.GD,0.0120453367339847,20200106,0.0022615060862607,293.6187964330746
130,CN.GX,0.0118096959249106,20200106,0.0409510972293802,292.3775703980751
131,CN.GZ,0.0080608000847487,20200106,0.3336302219477509,284.3648978991386
132,CN.HA,0.0146046887551035,20200106,0.000824443373487,296.2774919782366
133,CN.HB,0.00246285648537,20200106,0.0739214052199624,269.4404759170985
134,CN.HL,0.0011142571355553,20200106,0.003001168115224,258.4838561356835
135,CN.HE,0.0036999515811853,20200106,0.091176599073267,273.61617153505733
136,CN.HU,0.0046902663002367,20200106,0.2588880715027758,276.3751271565755
137,CN.HN,0.0086050639747754,20200106,0.0897728247321483,286.0178859836453
138,CN.JS,0.0067598317087126,20200106,0.1207638158830377,282.25013322096606
139,CN.JX,0.0095583603678035,20200106,0.023665017077131,289.63859923456755
140,CN.JL,0.001873661576408,20200106,0.0079180554091169,264.5869431672273
141,CN.LN,0.002787373934148,20200106,0.0124244537633983,270.4816318088108
142,CN.NM,0.0013432062036612,20200106,0.0031265815036369,261.55172418558374
143,CN.NX,0.0022193774211165,20200106,0.0017137765261069,267.15263546214385
144,CN.QH,0.0009364440774721,20200106,0.0006166364622817,256.9893845315475
145,CN.SA,0.0030194567868117,20200106,0.0037947556581827,270.7788613637288
146,CN.SD,0.0043781762185972,20200106,0.1562048110733729,276.00923957824705
147,CN.SH,0.0096383309923112,20200106,0.0433905802720671,288.2100128173828
148,CN.SX,0.0027315502174551,20200106,0.0157960362339351,269.38835762642526
149,CN.SC,0.0030685671052943,20200106,0.0071691579281299,270.1820872771434
150,CN.TJ,0.0028776603285223,20200106,0.076645823692282,273.43541093306106
151,CN.XJ,0.0011713649223179,20200106,0.0005872738310673,263.3258619352692
152,CN.XZ,0.0014698573331371,20200106,0.0045620115767251,259.03614501953126
153,CN.YN,0.0070322304427345,20200106,0.2893915201575948,282.2024692684025
154,CN.ZJ,0.0101002507369246,20200106,0.0244465037023543,288.948685495477
155,CN.AH,0.0038575777725782,20200107,0.4114644349502271,274.35812208387586
156,CN.BJ,0.0015486855274782,20200107,0.0096934508320359,267.0549785907452
157,CN.CQ,0.0048464052328515,20200107,0.4477095973036797,279.21670001486075
158,CN.FJ,0.0082862132855145,20200107,0.0036771662493703,286.6815011912379
159,CN.GS,0.001665814401643,20200107,0.0004272460594755,266.3191838890615
160,CN.GD,0.0105001220797907,20200107,0.0032336289200523,292.77106871786
161,CN.GX,0.0101132264034342,20200107,0.023340149667023,290.92508878412934
162,CN.GZ,0.0062823544363849,20200107,0.3459990784735515,282.88609313964844
163,CN.HA,0.0144504617810958,20200107,6.767290150968446e-05,296.2130853562128
164,CN.HB,0.0016736882037971,20200107,0.0689532982382567,266.3885053880144
165,CN.HL,0.0010143958138054,20200107,0.011429222662645,257.1130882557881
166,CN.HE,0.002944565531385,20200107,0.4477487867648797,270.60044571116003
167,CN.HU,0.0038268003596125,20200107,0.9051217125589788,274.9665974208287
168,CN.HN,0.0053782884727467,20200107,0.6110040683592235,280.40844391204496
169,CN.JS,0.0043314308680307,20200107,0.2508770655594008,276.01563439002405
170,CN.JX,0.0056460612112472,20200107,0.0723716925243257,281.1718767193002
171,CN.JL,0.0017226061274952,20200107,0.0113817703713601,263.56968180338544
172,CN.LN,0.0018661860117895,20200107,0.0194191986464074,266.7158666540075
173,CN.NM,0.0011795873380318,20200107,0.0018539994346819,260.13877813951024
174,CN.NX,0.0020485061960404,20200107,0.0012280429633362,267.9182353300207
175,CN.QH,0.0012816236117407,20200107,0.000220779813509,259.8473598247788
176,CN.SA,0.0025974681969576,20200107,0.0500593497595644,269.9332456588745
177,CN.SD,0.0029148468922358,20200107,0.3471242957475891,271.2961032867432
178,CN.SH,0.0064468696713447,20200107,0.0157699744782543,282.47230224609376
179,CN.SX,0.0019878858363734,20200107,0.0606023826008435,265.983296574773
180,CN.SC,0.0032512240135707,20200107,0.0457978673539593,272.09046536959136
181,CN.TJ,0.001856860958717,20200107,0.0429299801305009,270.3260109641335
182,CN.XJ,0.0012073589034898,20200107,0.0007809598954986,263.1052106477009
183,CN.XZ,0.0019220291449483,20200107,0.0083071645793176,261.02294002626
184,CN.YN,0.0071914755337109,20200107,0.01223439397015,283.45454604904376
185,CN.ZJ,0.0068553225709158,20200107,0.0049419291979505,283.15101703844573
186,CN.AH,0.0033283809995433,20200108,0.0899883659556642,275.3675185309516
187,CN.BJ,0.0014259554535293,20200108,0.024029320589541,267.23102041391223
188,CN.CQ,0.0047840462521771,20200108,0.024934615965484,276.9930526069973
189,CN.FJ,0.0057443671474425,20200108,0.0171073001462786,284.6545767948545
190,CN.GS,0.0019794303775092,20200108,0.0001265654601591,266.3170693137429
191,CN.GD,0.0088697499241915,20200108,0.0025749313788064,291.84301526033425
192,CN.GX,0.0103783936038152,20200108,0.0016130918591439,291.5230458053117
193,CN.GZ,0.0076653859100471,20200108,0.0011964477266509,283.6205233060397
194,CN.HA,0.0137949139766749,20200108,0.0002953211125689,295.98868088495163
195,CN.HB,0.0015903369559316,20200108,0.1006851476287369,266.90546696729
196,CN.HL,0.0008096604492083,20200108,0.0007230680198777,254.81749145769768
197,CN.HE,0.0028467392607863,20200108,0.0253969110439261,271.25180826307854
198,CN.HU,0.0036478200567043,20200108,0.0178191579625282,273.77986871628536
199,CN.HN,0.0053938143722876,20200108,0.0065266720603895,280.7295860877404
200,CN.JS,0.0032003719825297,20200108,0.1236059744434377,275.8449448805589
201,CN.JX,0.0045775755236423,20200108,0.0195622458165381,281.36997061716
202,CN.JL,0.0012912605732843,20200108,0.0292483448236925,260.3074116177029
203,CN.LN,0.0016346564200235,20200108,0.0350975694354757,265.2525864589361
204,CN.NM,0.0011735253332551,20200108,0.0005351109135317,259.7540927239184
205,CN.NX,0.002426463740823,20200108,0.0007218971556944,269.0514131433824
206,CN.QH,0.0014720280852092,20200108,0.0003167482216929,260.4495126594352
207,CN.SA,0.0028824213441112,20200108,0.0014658163081422,269.7474877039592
208,CN.SD,0.0024508824644726,20200108,0.1837407205962269,271.92803688049315
209,CN.SH,0.0042041511507704,20200108,0.0682386233887103,279.3518859863281
210,CN.SX,0.0021413833916036,20200108,0.0305244066446966,267.0290341763883
211,CN.SC,0.0039045451399989,20200108,0.0029538192272019,272.35611494015427
212,CN.TJ,0.0016696276566521,20200108,0.0848648185385208,270.4714799360796
213,CN.XJ,0.0011862629566718,20200108,0.0001181087637574,262.4729808117544
214,CN.XZ,0.0018323830472271,20200108,0.0131003473516342,260.25234732278966
215,CN.YN,0.0077454910534978,20200108,0.0011549282461097,284.0964303945566
216,CN.ZJ,0.0044985827785638,20200108,0.0161077815785834,279.4315849438048
217,CN.AH,0.0037914840795565,20200109,0.3245638844918299,274.82991070217554
218,CN.BJ,0.0017873296478333,20200109,3.367045275184074e-05,268.3184767503005
219,CN.CQ,0.0046442156485484,20200109,0.0594133646421435,276.70044210682744
220,CN.FJ,0.0071752586257483,20200109,1.1779481311048827e-05,285.8357712318157
221,CN.GS,0.0020070506948883,20200109,0.0001350418462519,265.8158443720654
222,CN.GD,0.0106973274481258,20200109,0.0001932536721507,292.2296513424644
223,CN.GX,0.011371343814259,20200109,3.634834923852297e-05,291.719861531995
224,CN.GZ,0.0068058667298501,20200109,0.0018005273277262,282.06383064465643
225,CN.HA,0.0140637393952125,20200109,0.0,295.950183686756
226,CN.HB,0.001963116220512,20200109,0.0015388737924787,268.1897063302522
227,CN.HL,0.0008000061475539,20200109,0.0102642809884744,255.20928418073527
228,CN.HE,0.0029365343802101,20200109,0.1357520160720123,271.85151768937897
229,CN.HU,0.0035229673681204,20200109,0.6062930950187486,272.5475100562686
230,CN.HN,0.0051682023459451,20200109,0.1150423840286106,278.2653097634787
231,CN.JS,0.0039897499059756,20200109,0.1377861693542175,276.2880342923678
232,CN.JX,0.0056091924919418,20200109,0.0147512157431041,281.3323742503851
233,CN.JL,0.0010972517274139,20200109,0.0072886355738897,258.62229891176577
234,CN.LN,0.001641930911667,20200109,0.0021495699401469,265.9412318100164
235,CN.NM,0.0011662360734332,20200109,0.0009555807927363,259.9241108444502
236,CN.NX,0.0023107288220404,20200109,0.0001605375354622,267.24475995232075
237,CN.QH,0.0014708483955525,20200109,0.0004139746974341,260.2606330789545
238,CN.SA,0.0028614258274804,20200109,0.0010998355025488,269.4692134857178
239,CN.SD,0.0026774465339258,20200109,0.0096943526221747,273.4579460144043
240,CN.SH,0.0053658646997064,20200109,0.008531544629698,280.3298645019531
241,CN.SX,0.0022444443374469,20200109,0.0068004179172061,267.1911122090108
242,CN.SC,0.0039876830441733,20200109,0.0019079117959216,272.7349911420773
243,CN.TJ,0.0021409399659288,20200109,0.0003031919518595,271.7952215021307
244,CN.XJ,0.0012239046212464,20200109,0.0003394797981967,261.8379838993597
245,CN.XZ,0.0015317025646232,20200109,0.0139179658866018,257.7095448191573
246,CN.YN,0.0075487868932934,20200109,0.0081722198749538,284.0905692360618
247,CN.ZJ,0.0055614673336477,20200109,0.0061854979017239,280.7646409419545
248,CN.AH,0.0042479869411585,20200110,0.1608853150046697,275.7964024013943
249,CN.BJ,0.0013818665801619,20200110,0.0074900840476152,267.24827927809497
250,CN.CQ,0.0045202875145427,20200110,0.0048209974582417,276.52488111413044
251,CN.FJ,0.0080270827828167,20200110,0.000321182092677,286.3711947737069
252,CN.GS,0.0017019604327453,20200110,0.000659500071049,264.22305629229305
253,CN.GD,0.0105699344031229,20200110,0.0002636930205873,291.8954413691653
254,CN.GX,0.0101317788675888,20200110,0.0005177767877364,289.68870465780043
255,CN.GZ,0.0057695493525944,20200110,0.0006266046103228,279.91099548339844
256,CN.HA,0.0141865206172778,20200110,1.5186777524095738e-05,296.0438479468936
257,CN.HB,0.001644445685808,20200110,0.0117440668785569,267.1191357905322
258,CN.HL,0.0008756903806089,20200110,0.0138911246687065,256.2795903283639
259,CN.HE,0.0032321319213915,20200110,0.0092347773731261,272.9140343002126
260,CN.HU,0.0035632137247982,20200110,0.0830551945807922,272.8206510997954
261,CN.HN,0.0043363503185561,20200110,0.0161427035704087,275.9135004399897
262,CN.JS,0.0044151589390821,20200110,0.0697658051899566,277.3287048339844
263,CN.JX,0.0054786597365434,20200110,0.0711078427136894,279.881230314013
264,CN.JL,0.0010914427877179,20200110,3.785714135155068e-05,258.5441987779405
265,CN.LN,0.0015896164537637,20200110,0.0013278191411932,265.42371208285107
266,CN.NM,0.0010567210458728,20200110,0.001989372679456,259.35958882457805
267,CN.NX,0.0019274020964718,20200110,0.003061232986307,266.3519843606388
268,CN.QH,0.0008177756036441,20200110,0.0003959000146673,255.7995047620548
269,CN.SA,0.0025894178858531,20200110,0.0027353769713948,269.2467343012492
270,CN.SD,0.0028271486662561,20200110,0.0073130272802994,273.9979778289795
271,CN.SH,0.0061217238660901,20200110,0.1972912541590631,281.81000061035155
272,CN.SX,0.0019619995444962,20200110,0.0164491244806678,266.8670448097023
273,CN.SC,0.0033064372637547,20200110,0.0013667678729778,270.6632334391276
274,CN.TJ,0.0017079396639019,20200110,0.0210781881663327,271.1540444113991
275,CN.XJ,0.0011608997544121,20200110,0.0002939909570758,261.97449834195686
276,CN.XZ,0.0010165934908067,20200110,0.0142141977066577,255.7238658625905
277,CN.YN,0.0069863174984521,20200110,0.0120258704877242,283.33666199523134
278,CN.ZJ,0.0067335234285054,20200110,0.0493429582045168,282.21010067588406
279,CN.AH,0.0037761096480405,20200111,0.1947079877364435,274.96035342746313
280,CN.BJ,0.0013478187074025,20200111,0.0014021414521022,266.621589073768
281,CN.CQ,0.0045782276682312,20200111,0.0017928272309193,277.3385288404382
282,CN.FJ,0.0066047782110499,20200111,0.000600398240197,283.0362091064453
283,CN.GS,0.0015218431004228,20200111,0.0008884355492515,264.9725573761295
284,CN.GD,0.0072985820566551,20200111,0.0008480662008987,287.5264819181418
285,CN.GX,0.0059869799369312,20200111,0.0025995258326233,283.05280233166883
286,CN.GZ,0.0049103520428523,20200111,0.0088050795555789,278.06798768654846
287,CN.HA,0.0137600410020067,20200111,0.0,295.9192868187314
288,CN.HB,0.0014841335250461,20200111,0.003944628885321,266.02853136723587
289,CN.HL,0.0007894206135094,20200111,0.0097543476042277,254.82420250888543
290,CN.HE,0.0029391705506493,20200111,0.0223546402032293,272.1053721753857
291,CN.HU,0.0036513412404539,20200111,0.0314501284832479,274.104004632859
292,CN.HN,0.0040147729719487,20200111,0.0424917418739271,275.3196994655735
293,CN.JS,0.0036327711557253,20200111,0.1248029989752443,275.4987000685472
294,CN.JX,0.0046334093876025,20200111,0.0864177432803798,277.40192638988225
295,CN.JL,0.0009650593161091,20200111,0.0039122370716588,257.544979095459
296,CN.LN,0.0014106974747307,20200111,5.851721856930771e-05,263.8681791329089
297,CN.NM,0.0010296406244687,20200111,0.0024517402274161,258.6085983564269
298,CN.NX,0.0019542100010713,20200111,0.0021987152786432,268.19428298052617
299,CN.QH,0.0007061132839688,20200111,0.0001649263367803,256.9517936569815
300,CN.SA,0.0026672544748483,20200111,0.0054055136469019,270.2453031539917
301,CN.SD,0.0026162456299061,20200111,0.0048086131063228,272.1060935974121
302,CN.SH,0.0051374120172113,20200111,0.3083795859345368,279.3837463378906
303,CN.SX,0.0017827807522907,20200111,0.015384501794075,265.5488652409734
304,CN.SC,0.0027275804215325,20200111,0.0015584583615628,270.0750493758764
305,CN.TJ,0.0015235818520357,20200111,0.0002271278779873,269.88575605912644
306,CN.XJ,0.001173040868194,20200111,0.0022305984986259,262.73449487700896
307,CN.XZ,0.0010543362007521,20200111,0.0042176787170565,257.5645978601967
308,CN.YN,0.0058570293522161,20200111,0.0004479605471862,281.8776278805423
309,CN.ZJ,0.005512027543757,20200111,0.1567195160737139,279.3631024277001
310,CN.AH,0.0035629813210107,20200112,0.0063813615477228,275.55579545762805
311,CN.BJ,0.0012623916442792,20200112,0.0532282517542074,265.0037607046274
312,CN.CQ,0.0044186126147194,20200112,0.0011416313688672,277.38380365786344
313,CN.FJ,0.0053785399469579,20200112,0.0024599819578633,281.53491579253097
314,CN.GS,0.001457582035036,20200112,0.0001490029936178,264.3706056228792
315,CN.GD,0.0063267110646525,20200112,0.0049234601960534,286.5317815466772
316,CN.GX,0.0058644844252692,20200112,0.0115877499042577,283.84556186322084
317,CN.GZ,0.0048382836602962,20200112,0.0009418597401903,279.17711345966046
318,CN.HA,0.0121527649462223,20200112,0.0010187278023951,293.849116734096
319,CN.HB,0.0014146230313788,20200112,0.0321682808278047,265.19956199721537
320,CN.HL,0.0007211131212609,20200112,0.0040914285650953,254.2613786034318
321,CN.HE,0.0031681527852234,20200112,0.0017118814069214,273.27029921133305
322,CN.HU,0.0037107435997486,20200112,0.0016673126157192,274.8486665998186
323,CN.HN,0.0038886802567803,20200112,0.0038408906190634,276.2626188508757
324,CN.JS,0.0033794088477197,20200112,0.0034729546715815,275.5955481896034
325,CN.JX,0.0040381097687329,20200112,0.0267833521306972,277.5524618659221
326,CN.JL,0.0009263977473084,20200112,0.0126936888656028,257.1317077919289
327,CN.LN,0.0012145295040681,20200112,0.0278203599842945,262.2762198742525
328,CN.NM,0.0009267319359526,20200112,0.0053064040841834,257.11049202972987
329,CN.NX,0.0017973400878391,20200112,0.0004555042578585,265.2941939410041
330,CN.QH,0.0010336017151409,20200112,0.0002540683829983,259.5591834283644
331,CN.SA,0.0026753407679886,20200112,0.0003922026203473,268.79747263590497
332,CN.SD,0.0025715853727888,20200112,0.0018220771822664,272.55768127441405
333,CN.SH,0.0039916861103847,20200112,0.0068287125106767,278.33397216796874
334,CN.SX,0.0017026750311079,20200112,0.0069982496540907,264.5822135306693
335,CN.SC,0.002814561043245,20200112,0.0005440636719931,271.3126901479868
336,CN.TJ,0.0015083466106179,20200112,0.0424351214896887,269.0147705078125
337,CN.XJ,0.0013611713470027,20200112,0.0002556505514062,264.4008555581802
338,CN.XZ,0.0018210278585462,20200112,0.0014665584320624,261.6614385093131
339,CN.YN,0.0052791581067329,20200112,0.0002137128349657,282.34379161487925
340,CN.ZJ,0.0042277572864437,20200112,0.0172943120139297,278.00723373680785
341,CN.AH,0.0037095130020235,20200113,0.0202983025887012,275.2463476392958
342,CN.BJ,0.0010041730666461,20200113,0.0,263.50801438551684
343,CN.CQ,0.0046243789231242,20200113,0.0033694337348275,277.375836579696
344,CN.FJ,0.0060492181700879,20200113,0.0010569397416547,283.41306226006867
345,CN.GS,0.0017173721553814,20200113,0.0003595143111925,266.11045652447325
346,CN.GD,0.008533598000443,20200113,0.0054260591727026,289.44425867780853
347,CN.GX,0.0081827439867036,20200113,0.0014171190725867,287.15172207232604
348,CN.GZ,0.0056019770518804,20200113,0.0001501180470583,279.90549918932794
349,CN.HA,0.0129290189416635,20200113,0.0075997032764047,294.91125342959447
350,CN.HB,0.0011287055751723,20200113,0.0107100637238032,263.4953302062384
351,CN.HL,0.0006603564601891,20200113,0.0176117163985377,252.9165411691297
352,CN.HE,0.0026898748179473,20200113,0.0350983249251933,271.51357645928107
353,CN.HU,0.0039257457468747,20200113,0.0283801855307561,275.29381052653
354,CN.HN,0.004861568576646,20200113,0.0028945124931023,278.9735623873197
355,CN.JS,0.0036966666677751,20200113,0.0092860032107441,275.3775130051833
356,CN.JX,0.0048470324705499,20200113,0.0008881665927663,280.55878244319433
357,CN.JL,0.0008489193650247,20200113,0.0156220643810803,256.25435680813257
358,CN.LN,0.0012149262093984,20200113,0.0043029501237633,262.28777567545575
359,CN.NM,0.0008683070649704,20200113,0.0077496486725042,256.48263138105284
360,CN.NX,0.0017627689864157,20200113,0.0012227043674342,265.08114803538604
361,CN.QH,0.0015784981245371,20200113,0.0002557442913445,262.3498856739332
362,CN.SA,0.0022676250919175,20200113,0.0056294430171691,267.32580947875977
363,CN.SD,0.00233194938628,20200113,0.011149242448645,271.311600112915
364,CN.SH,0.0043554254807531,20200113,0.0006198843037574,279.33076171875
365,CN.SX,0.0012554252540654,20200113,0.0075303686441256,262.12971682161896
366,CN.SC,0.0034320758010905,20200113,0.0009269948628915,273.23706305088143
367,CN.TJ,0.001166549320756,20200113,0.0,266.99114712801844
